id,fluency,grammar,semantics,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
381,2.5,2.5,2.0,-3.334491729736328,-3.3435308933258057,[0.8937866687774658],[0.8889636993408203],[0.8913686871528625],[0.8888888888888888],[0.8421052631578947],[0.8648648598685172],[0.7368421052631579],[0.6666666666666666],[0.6999999950125001],[0.8888888888888888],[0.8421052631578947],[0.8648648598685172],[0.8257399037760607],[1.1200407237786664e-231],[0.7629958030689102],0.1835750112544934,0.9497694890116333,0.9449231089435517,0.7451258051137456,0.8799394676896436
382,3.0,2.5,2.0,-4.003097057342529,-3.5134403705596924,[0.8076872825622559],[0.8261972665786743],[0.8168374300003052],[0.8],[0.8421052631578947],[0.8205128155161079],[0.5238095238095238],[0.5238095238095238],[0.5238095188095239],[0.6],[0.631578947368421],[0.6153846103879028],[0.7681159420289856],[1.0948551819675659e-231],[0.7252691210201498],0.0811066656367626,0.8042952741868904,0.8443200620443723,0.1681557762491188,0.6055903708267939
383,2.6666666666666665,2.6666666666666665,3.0,-3.926030158996582,-3.6824874877929688,[0.8080816864967346],[0.7818201780319214],[0.794734001159668],[0.8666666666666667],[0.6842105263157895],[0.7647058774221455],[0.5294117647058824],[0.42857142857142855],[0.47368420558171753],[0.8],[0.631578947368421],[0.7058823480103807],[0.6424778761061947],[1.0377133938315695e-231],[0.5711442936903433],0.1804579805226414,0.9333673886021557,0.9265693002393836,0.6832224921662536,0.8477197270025977
384,2.0,2.0,2.0,-3.7537317276000977,-3.847821474075317,[0.7321134805679321],[0.6915067434310913],[0.711230993270874],[0.9333333333333333],[0.7368421052631579],[0.8235294068339101],[0.5625],[0.42857142857142855],[0.48648648157779395],[0.8],[0.631578947368421],[0.7058823480103807],[0.6578947368421051],[1.2726119615895568e-231],[0.4722588691582863],0.6317411036137962,0.4303717936598177,0.8248917167871053,0.11444449925932514,0.4565693365687494
385,2.6666666666666665,2.333333333333333,2.6666666666666665,-3.61533260345459,-3.567998170852661,[0.8196992874145508],[0.7895998954772949],[0.8043681383132935],[0.9375],[0.7894736842105263],[0.857142852179592],[0.5263157894736842],[0.47619047619047616],[0.4999999950125001],[0.875],[0.7368421052631579],[0.7999999950367347],[0.7067625811934679],[1.1200407237786664e-231],[0.5783877994856567],0.7824741650450743,0.97301799104148,0.974034863908246,0.8099158841932078,0.9189895797143112
387,1.0,2.0,1.0,-3.722642183303833,-3.8014907836914062,"[0.5444754362106323, 0.5271926522254944, 0.5126810073852539]","[0.6325498223304749, 0.605827808380127, 0.5991759300231934]","[0.5852173566818237, 0.5637814998626709, 0.5525641441345215]","[0.5, 0.45, 0.5]","[0.47619047619047616, 0.4090909090909091, 0.43478260869565216]","[0.4878048730517549, 0.4285714235827665, 0.465116274094105]","[0.14285714285714285, 0.14285714285714285, 0.10714285714285714]","[0.2, 0.18181818181818182, 0.13636363636363635]","[0.1666666618055557, 0.15999999507200013, 0.1199999950720002]","[0.5, 0.45, 0.45]","[0.47619047619047616, 0.4090909090909091, 0.391304347826087]","[0.4878048730517549, 0.4285714235827665, 0.4186046461871282]","[0.40888888888888886, 0.36998627907718823, 0.3430230702957976]","[7.114448003820407e-232, 7.114448003820407e-232, 7.114448003820407e-232]","[0.195479579012246, 0.16448682641479706, 0.20220485635851448]",0.4249320780363592,0.0213283795240854,0.21447521417107923,0.00251211176289253,0.07943856848601906
388,2.333333333333333,2.333333333333333,1.0,-4.198709487915039,-3.8261468410491934,"[0.561262309551239, 0.5129249095916748, 0.5355480313301086]","[0.46852195262908936, 0.45136189460754395, 0.45548588037490845]","[0.5107161402702332, 0.48017820715904236, 0.4922829866409302]","[0.45454545454545453, 0.09090909090909091, 0.18181818181818182]","[0.23809523809523808, 0.045454545454545456, 0.08695652173913043]","[0.3124999954882813, 0.060606056161616496, 0.11764705444636694]","[0.2727272727272727, 0.0, 0.0]","[0.15, 0.0, 0.0]","[0.19354838251821027, 0.0, 0.0]","[0.45454545454545453, 0.09090909090909091, 0.18181818181818182]","[0.23809523809523808, 0.045454545454545456, 0.08695652173913043]","[0.3124999954882813, 0.060606056161616496, 0.11764705444636694]","[0.2676767676767677, 0.043668122270742356, 0.11159631246967491]","[1.1409851298103347e-231, 1.1409851298103347e-231, 1.1409851298103347e-231]","[0.0018832978397478328, -0.07918598468217963, -0.06003152988088423]",0.0227899944876973,0.2947520994213068,0.4953013971232591,0.9162908720510343,0.5687814561985335
389,2.6666666666666665,2.333333333333333,3.0,-4.072463035583496,-3.094552516937256,"[0.8753377795219421, 0.8231471180915833, 0.8142016530036926]","[0.7773748636245728, 0.7287818193435669, 0.7294514179229736]","[0.8234530091285706, 0.7730954885482788, 0.7695000171661377]","[1.0, 0.9230769230769231, 0.8461538461538461]","[0.6190476190476191, 0.5454545454545454, 0.4782608695652174]","[0.7647058776297578, 0.685714281044898, 0.6111111064969137]","[0.7857142857142857, 0.42857142857142855, 0.35714285714285715]","[0.55, 0.2727272727272727, 0.22727272727272727]","[0.6470588186851212, 0.3333333285802469, 0.2777777730246914]","[1.0, 0.6923076923076923, 0.5384615384615384]","[0.6190476190476191, 0.4090909090909091, 0.30434782608695654]","[0.7647058776297578, 0.5142857096163266, 0.38888888427469137]","[0.6004008746355685, 0.5949451597520269, 0.514386570840846]","[8.972141065609098e-232, 8.972141065609098e-232, 8.972141065609098e-232]","[0.5904456101877205, 0.5322162667931027, 0.4917101539904021]",0.729964398055067,0.9493623225678339,0.9566392834845715,0.015145586060489817,0.6403823973709651
390,2.6666666666666665,2.333333333333333,1.0,-7.072248935699463,-5.801730155944824,"[0.773766279220581, 0.7467730045318604, 0.7375786304473877]","[0.6231956481933594, 0.6061382293701172, 0.5919581055641174]","[0.6903663873672485, 0.6691461205482483, 0.6567937135696411]","[0.7142857142857143, 0.5714285714285714, 0.5714285714285714]","[0.23809523809523808, 0.18181818181818182, 0.17391304347826086]","[0.3571428533928572, 0.27586206530321045, 0.2666666630888889]","[0.5, 0.3333333333333333, 0.3333333333333333]","[0.15, 0.09090909090909091, 0.09090909090909091]","[0.23076922721893492, 0.14285713948979603, 0.14285713948979603]","[0.7142857142857143, 0.5714285714285714, 0.5714285714285714]","[0.23809523809523808, 0.18181818181818182, 0.17391304347826086]","[0.3571428533928572, 0.27586206530321045, 0.2666666630888889]","[0.2616279069767442, 0.2511160714285714, 0.2511160714285714]","[1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231]","[0.20624925017824425, 0.14439582562463626, 0.17043510165433928]",0.1409069905919135,0.22632210487643623,0.2849344559750259,0.9384384759323323,0.48323167892793145
391,1.3333333333333333,2.0,1.0,-4.580710411071777,-3.456551074981689,"[0.7602688074111938, 0.7132976651191711, 0.6997859477996826]","[0.6986013054847717, 0.6460703611373901, 0.6436956524848938]","[0.7281316518783569, 0.6780216693878174, 0.6705699563026428]","[0.75, 0.6875, 0.625]","[0.5714285714285714, 0.5, 0.43478260869565216]","[0.6486486437399562, 0.5789473635457064, 0.5128205079815912]","[0.4, 0.4666666666666667, 0.4]","[0.3, 0.3181818181818182, 0.2727272727272727]","[0.3428571379591837, 0.37837837355734116, 0.3243243195032871]","[0.6875, 0.375, 0.625]","[0.5238095238095238, 0.2727272727272727, 0.43478260869565216]","[0.5945945896859022, 0.3157894688088643, 0.5128205079815912]","[0.5666909620991254, 0.49639365760610404, 0.44993438087468524]","[8.972141065609098e-232, 8.972141065609098e-232, 8.972141065609098e-232]","[0.45679552354238206, 0.35766162697676773, 0.32914004666874264]",0.0746432764771088,0.3657451171813008,0.40201228619809326,0.02103201506201267,0.2629298061471356
392,1.0,1.6666666666666667,2.333333333333333,-4.3433685302734375,-3.636574268341065,"[0.7449840903282166, 0.7195479869842529, 0.6748658418655396]","[0.7155430316925049, 0.6822214126586914, 0.6556110382080078]","[0.7299668192863464, 0.700387716293335, 0.6650991439819336]","[0.75, 0.6875, 0.6875]","[0.5714285714285714, 0.5, 0.4782608695652174]","[0.6486486437399562, 0.5789473635457064, 0.5641025592636425]","[0.5, 0.375, 0.3125]","[0.4, 0.2727272727272727, 0.22727272727272727]","[0.4444444395061729, 0.3157894688088643, 0.26315788986149585]","[0.625, 0.6875, 0.375]","[0.47619047619047616, 0.5, 0.2608695652173913]","[0.5405405356318481, 0.5789473635457064, 0.30769230285338595]","[0.5563954852331673, 0.5351770133386821, 0.5078477584996489]","[8.614911585158347e-232, 8.614911585158347e-232, 8.614911585158347e-232]","[0.5082444399358659, 0.47362533721905686, 0.43192628238569375]",0.4450375108331281,0.5908994971384907,0.5378468531550854,0.004790281575516595,0.37784554395636416
393,1.0,1.6666666666666667,2.333333333333333,-3.658433198928833,-3.421266794204712,"[0.7291234731674194, 0.6999743580818176, 0.6957604289054871]","[0.7344156503677368, 0.678673267364502, 0.688956618309021]","[0.7317599654197693, 0.6891592741012573, 0.6923418045043945]","[0.8, 0.9333333333333333, 0.8666666666666667]","[0.5714285714285714, 0.6363636363636364, 0.5652173913043478]","[0.6666666618055556, 0.7567567519357196, 0.6842105215373961]","[0.375, 0.375, 0.3125]","[0.3, 0.2727272727272727, 0.22727272727272727]","[0.33333332839506175, 0.3157894688088643, 0.26315788986149585]","[0.6666666666666666, 0.6, 0.6]","[0.47619047619047616, 0.4090909090909091, 0.391304347826087]","[0.5555555506944445, 0.48648648166544933, 0.47368420574792247]","[0.5279826916560226, 0.537876167416119, 0.4866613178216827]","[0, 0, 0]","[0.49536647173932424, 0.45105969242754973, 0.4449386566240813]",0.4070565838557875,0.9031101078353774,0.9330975048848775,0.00873350804654015,0.6149803735889317
394,3.0,2.5,3.0,-4.204259872436523,-3.352940559387207,"[0.8625457286834717, 0.8041184544563293, 0.8078521490097046]","[0.7914373874664307, 0.738595187664032, 0.7429805397987366]","[0.8254629969596863, 0.7699653506278992, 0.774059534072876]","[0.875, 0.8125, 0.6875]","[0.6666666666666666, 0.5909090909090909, 0.4782608695652174]","[0.7567567518480643, 0.6842105214404434, 0.5641025592636425]","[0.7333333333333333, 0.4, 0.3333333333333333]","[0.55, 0.2727272727272727, 0.22727272727272727]","[0.6285714236734695, 0.3243243195032871, 0.27027026544923305]","[0.875, 0.625, 0.375]","[0.6666666666666666, 0.45454545454545453, 0.2608695652173913]","[0.7567567518480643, 0.5263157845983379, 0.30769230285338595]","[0.6632936507936508, 0.5949451597520269, 0.514386570840846]","[8.972141065609098e-232, 8.972141065609098e-232, 8.972141065609098e-232]","[0.6420758959352058, 0.5445296831719857, 0.5039654494759302]",0.8570993406929983,0.9774964515290862,0.9789069786127726,0.8131662917322174,0.9231899072913587
396,1.3333333333333333,1.3333333333333333,2.0,-3.1775248050689697,-3.3118391036987305,"[0.6713601350784302, 0.6754370927810669, 0.6667788028717041]","[0.7293007373809814, 0.7253406047821045, 0.7091215252876282]","[0.6991320252418518, 0.6994999647140503, 0.6872986555099487]","[0.5625, 0.625, 0.6875]","[0.6428571428571429, 0.7142857142857143, 0.7333333333333333]","[0.5999999950222225, 0.6666666616888889, 0.7096774143600416]","[0.29411764705882354, 0.35294117647058826, 0.47058823529411764]","[0.35714285714285715, 0.42857142857142855, 0.5]","[0.3225806402081166, 0.3870967692403746, 0.4848484798530762]","[0.4375, 0.5, 0.5625]","[0.5, 0.5714285714285714, 0.6]","[0.46666666168888893, 0.5333333283555556, 0.5806451562955255]","[0.4455089820359281, 0.45384109691960933, 0.4395761741122565]","[8.319100378795605e-232, 8.319100378795605e-232, 9.893133360884868e-232]","[0.47613017851724615, 0.5093227537151399, 0.47454205651252335]",0.3125767819400651,0.09943347999033951,0.08271729134690907,0.0052092746064213965,0.06245334864788999
397,1.6666666666666667,2.0,1.0,-6.520988464355469,-6.719007968902588,"[0.4721643030643463, 0.47407782077789307, 0.4721418023109436]","[0.44205963611602783, 0.4422152042388916, 0.4363575875759125]","[0.4566163420677185, 0.45759251713752747, 0.4535449743270874]","[0.2857142857142857, 0.2857142857142857, 0.2857142857142857]","[0.14285714285714285, 0.14285714285714285, 0.13333333333333333]","[0.19047618603174613, 0.19047618603174613, 0.18181817747933895]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.2857142857142857, 0.2857142857142857, 0.2857142857142857]","[0.14285714285714285, 0.14285714285714285, 0.13333333333333333]","[0.19047618603174613, 0.19047618603174613, 0.18181817747933895]","[0.09868421052631579, 0.09316770186335403, 0.08379888268156424]","[1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231]","[-0.16053514535532365, -0.1483943265154941, -0.1324840240841636]",0.0202984857242758,0.16249768858125838,0.25723464053695927,0.15399328789152786,0.19124187233658185
398,2.0,2.333333333333333,2.6666666666666665,-3.276089668273926,-1.8741483688354488,"[0.834457278251648, 0.8462197780609131, 0.8295010328292847]","[0.8248316049575806, 0.8224129676818848, 0.7873428463935852]","[0.8296164870262146, 0.8341464996337891, 0.8078722357749939]","[0.9166666666666666, 0.9166666666666666, 0.8333333333333334]","[0.7857142857142857, 0.7857142857142857, 0.6666666666666666]","[0.8461538411834321, 0.8461538411834321, 0.7407407358024692]","[0.6363636363636364, 0.6363636363636364, 0.5454545454545454]","[0.5, 0.5, 0.375]","[0.5599999950720002, 0.5599999950720002, 0.44444443961591223]","[0.5, 0.5, 0.5]","[0.42857142857142855, 0.42857142857142855, 0.4]","[0.4615384565680473, 0.4615384565680473, 0.4444444395061729]","[0.6437858609254093, 0.6088818082246342, 0.48478260869565215]","[9.594503055152632e-232, 9.594503055152632e-232, 9.594503055152632e-232]","[0.6307306049199206, 0.6812507436083267, 0.668057436162627]",0.2733909267481768,0.501757571301616,0.5838189084183872,0.13198485260328055,0.40585377744109463
399,1.0,1.0,1.0,-6.207296371459961,-4.958884239196777,"[0.4890773296356201, 0.4929272532463074, 0.5020797848701477]","[0.44945216178894043, 0.4456297755241394, 0.4466439187526703]","[0.46842825412750244, 0.46808677911758423, 0.4727422595024109]","[0.5555555555555556, 0.5555555555555556, 0.5555555555555556]","[0.35714285714285715, 0.35714285714285715, 0.3333333333333333]","[0.4347826039319471, 0.4347826039319471, 0.4166666619791667]","[0.2, 0.2, 0.2]","[0.14285714285714285, 0.14285714285714285, 0.125]","[0.1666666618055557, 0.1666666618055557, 0.1538461491124262]","[0.5555555555555556, 0.5555555555555556, 0.5555555555555556]","[0.35714285714285715, 0.35714285714285715, 0.3333333333333333]","[0.4347826039319471, 0.4347826039319471, 0.4166666619791667]","[0.40170498579178504, 0.38005621410240736, 0.34307777164920017]","[9.418382295637229e-232, 9.418382295637229e-232, 9.418382295637229e-232]","[0.03231509558344259, 0.03182645731423506, 0.029259280776231855]",0.0780335857317862,0.02083316115443767,0.039665532694609006,0.0040431433681440134,0.021513945739063563
400,1.3333333333333333,2.0,1.0,-3.3849027156829834,-2.801082134246826,"[0.6314186453819275, 0.6343759298324585, 0.6324789524078369]","[0.6821491718292236, 0.6718388795852661, 0.6462295651435852]","[0.6558042764663696, 0.6525701880455017, 0.639280378818512]","[0.625, 0.625, 0.5625]","[0.7142857142857143, 0.7142857142857143, 0.6]","[0.6666666616888889, 0.6666666616888889, 0.5806451562955255]","[0.4666666666666667, 0.4666666666666667, 0.3333333333333333]","[0.5, 0.5, 0.3125]","[0.4827586156956005, 0.4827586156956005, 0.3225806401664933]","[0.625, 0.625, 0.5625]","[0.7142857142857143, 0.7142857142857143, 0.6]","[0.6666666616888889, 0.6666666616888889, 0.5806451562955255]","[0.6012422360248447, 0.5694117647058824, 0.4376805883898083]","[8.972141065609098e-232, 8.972141065609098e-232, 8.972141065609098e-232]","[0.48112606263295377, 0.5206348932718701, 0.490530454586647]",0.0446569200454755,0.34942959075519425,0.40090825897677485,0.47098064850041504,0.40710616607746136
401,1.6666666666666667,2.0,2.6666666666666665,-2.108168601989746,-1.6685144901275637,"[0.7257789373397827, 0.7494651079177856, 0.741291880607605]","[0.8081166744232178, 0.8090280294418335, 0.7854479551315308]","[0.7647379040718079, 0.7781083583831787, 0.7627313733100891]","[0.8333333333333334, 0.9166666666666666, 0.9166666666666666]","[0.7142857142857143, 0.7857142857142857, 0.7333333333333333]","[0.7692307642603551, 0.8461538411834321, 0.8148148098765432]","[0.5, 0.5, 0.5]","[0.42857142857142855, 0.42857142857142855, 0.375]","[0.4615384565680473, 0.4615384565680473, 0.4285714236734694]","[0.8333333333333334, 0.9166666666666666, 0.9166666666666666]","[0.7142857142857143, 0.7857142857142857, 0.7333333333333333]","[0.7692307642603551, 0.8461538411834321, 0.8148148098765432]","[0.5114197530864197, 0.5537280701754387, 0.5009920634920635]","[8.844844403089351e-232, 8.844844403089351e-232, 8.844844403089351e-232]","[0.5230426751090931, 0.5265266706640689, 0.5260569948107223]",0.9359260008713148,0.8190898627997398,0.8885990482004648,0.9370781792723788,0.8815890300908612
402,1.3333333333333333,2.0,2.0,-1.971237540245056,-2.3705875873565674,"[0.748515248298645, 0.7708959579467773, 0.7605019211769104]","[0.7624342441558838, 0.7687485218048096, 0.7351053953170776]","[0.7554106712341309, 0.7698207497596741, 0.7475879788398743]","[0.9, 0.9, 0.9]","[0.6428571428571429, 0.6428571428571429, 0.6]","[0.7499999951388889, 0.7499999951388889, 0.7199999952000001]","[0.6363636363636364, 0.6363636363636364, 0.6363636363636364]","[0.5, 0.5, 0.4375]","[0.5599999950720002, 0.5599999950720002, 0.5185185136899864]","[0.9, 0.9, 0.9]","[0.6428571428571429, 0.6428571428571429, 0.6]","[0.7499999951388889, 0.7499999951388889, 0.7199999952000001]","[0.54461634630411, 0.5152657647667627, 0.4651317984651318]","[0, 0, 0]","[0.5006971167124327, 0.5158273445537298, 0.5012294044727537]",0.6303778378927914,0.19286304198077275,0.2294719965014058,0.013704319447791932,0.1453464526433235
403,1.6666666666666667,2.0,2.6666666666666665,-2.934708833694458,-2.314875602722168,"[0.7646262645721436, 0.7659451365470886, 0.7898598313331604]","[0.8317568898200989, 0.8171113729476929, 0.8127226829528809]","[0.7967801094055176, 0.7907013893127441, 0.8011282086372375]","[0.5882352941176471, 0.6470588235294118, 0.7058823529411765]","[0.7142857142857143, 0.7857142857142857, 0.8]","[0.645161285369407, 0.709677414401665, 0.7499999950195314]","[0.3684210526315789, 0.42105263157894735, 0.5263157894736842]","[0.5, 0.5714285714285714, 0.625]","[0.42424241935720847, 0.4848484799632691, 0.5714285664653063]","[0.35294117647058826, 0.47058823529411764, 0.5294117647058824]","[0.42857142857142855, 0.5714285714285714, 0.6]","[0.3870967692403746, 0.5161290273048909, 0.5624999950195313]","[0.5738636363636365, 0.5770931102496089, 0.6655092592592593]","[8.510469113101058e-232, 8.510469113101058e-232, 1.012071042130996e-231]","[0.6049584926031806, 0.6505105398845308, 0.6673975488412498]",0.4560432286069237,0.9131589655318318,0.9073327789854612,0.2199946998507351,0.6801621481226761
