id,src,sys,refs,ref,informativeness,naturalness,quality
342,"inform(name='osha thai',price_range=cheap)","Osha thai , is cheap .","['I would recommend osha thai as a cheap restaurant', 'Osha thai is a cheap restaurant .']",I would recommend osha thai as a cheap restaurant,5.0,4.5,4.5
343,"inform(name='osha thai',type=restaurant)",The name of the restaurant is osha thai .,"['Osha thai is a nice restaurant .', 'I would recommend osha thai', 'Osha thai is a cheap restaurant .']",Osha thai is a nice restaurant .,4.5,5.0,5.5
344,"inform(name='oyaji restaurant',price_range=cheap,kids_allowed=no)","Oyaji restaurant , is cheaply prices and does not allow children .","['Oyaji restaurant is in the cheap price range and does not allow child -s .', 'The oyaji restaurant is cheap and does not allow kid -s .', 'Oyaji restaurant is a cheap restaurant that does not allow child -s .']",Oyaji restaurant is in the cheap price range and does not allow child -s .,5.5,2.0,2.0
345,"inform(name=ozumo,price_range=expensive,food=japanese)",Ozumo serves japanese food at a expensive price range .,['Ozumo is an expensive japanese restaurant'],Ozumo is an expensive japanese restaurant,5.5,4.0,3.5
346,"inform(name='pad thai restaurant',kids_allowed=yes,good_for_meal=dinner)","Pad thai restaurant allows kids , and is good for dinner .","['Pad thai restaurant allows kid -s and is good for dinner .', 'Pad thai restaurant is an excellent restaurant that welcome child -s and serves dinner .']",Pad thai restaurant allows kid -s and is good for dinner .,5.5,5.5,4.0
347,"inform(name='pad thai restaurant',price_range=cheap,phone='4152854210')",Pad thai restaurant has cheap prices and the phone number is 4152854210 .,"['Pad thai restaurant has cheap price -s and the phone number is 4152854210 .', 'Pad thai restaurant is in the very cheap price range . The phone number is 4152854210 .']",Pad thai restaurant has cheap price -s and the phone number is 4152854210 .,6.0,6.0,6.0
348,"inform(name=pera,address='1457 18th street',phone='4157963812',postcode='94107')","Pera , is at 1457 18th street , phone number is 4157963812 , and the postcode is 94107 .","['Pera is at 1457 18th street , phone 4157963812 , postal code 94107 .', 'Pera is located at 1457 18th street 94107 and their phone number is 4157963812 .']","Pera is at 1457 18th street , phone 4157963812 , postal code 94107 .",5.0,5.5,5.5
349,"inform(name=pera,near='potrero hill',kids_allowed=yes,price_range=moderate)","Pera , is near potrero hill , , is moderate range and allows children .","['Pera is a nice restaurant near potrero hill that is moderate -ly priced and allows kid -s .', 'Pera is near potrero hill , allows kid -s , and is moderate -ly priced .']",Pera is a nice restaurant near potrero hill that is moderate -ly priced and allows kid -s .,5.0,3.0,3.0
350,"inform(name='piperade',area='hayes valley or telegraph hill',address='1015 battery street')","Piperade , is in the hayes valley or telegraph hill area and it is address is 1015 battery street .",['Piperade is in the area of hayes valley or telegraph hill . Its address is 1015 battery street'],Piperade is in the area of hayes valley or telegraph hill . Its address is 1015 battery street,5.0,3.5,4.0
351,"inform(name=piperade,food=basque,kids_allowed=no)","Piperade , is a nice restaurant that serves basque food and does not allow children .","['There is a nice restaurant called piperade that serves basque food that does not allow kid -s .', 'Piperade serves basque food and does not allow child -s .']",There is a nice restaurant called piperade that serves basque food that does not allow kid -s .,6.0,5.0,5.0
352,"inform(name=piperade,food=spanish)",There is a spanish restaurant called piperade .,"['There is a spanish restaurant called piperade that may interest you .', 'Do you want to try piperade , its spanish food .']",There is a spanish restaurant called piperade that may interest you .,5.5,6.0,5.0
353,"inform(name=piperade,good_for_meal=dinner,food=basque)","Piperade , is a good restaurant that serves basque food , especially for dinner .",['Piperade is good for dinner and serves basque'],Piperade is good for dinner and serves basque,6.0,6.0,5.5
354,"inform(name=piperade,type=restaurant)",The name of the restaurant is piperade .,"['A restaurant called piperade', 'Piperade is a nice restaurant .', 'Piperade is the restaurant .']",A restaurant called piperade,5.0,6.0,5.0
355,"inform(name='ploy 2',price_range=cheap)","Ploy 2 , is cheap .","['I have found ploy 2 , with a cheap price range .']","I have found ploy 2 , with a cheap price range .",5.0,5.5,4.5
356,"inform(name='ploy 2',type=restaurant)",The name of the restaurant is ploy 2 .,['I have found a restaurant called ploy 2'],I have found a restaurant called ploy 2,6.0,6.0,6.0
357,"inform(name='poc chuc',food=mexican,kids_allowed=yes)","Poc chuc allows kids , and serves mexican food .",['Poc chuc is a nice restaurant that serves mexican food and allows kid -s .'],Poc chuc is a nice restaurant that serves mexican food and allows kid -s .,6.0,5.0,5.0
358,"inform(name=range,type=restaurant)",The name of the restaurant is range .,"['Range is a good restaurant for you .', 'I would recommed range , a nice restaurant .', 'Range is a good restaurant .', 'Range is a great restaurant .', 'Range is a nice restaurant', 'Range is a nice restaurant .', 'Here is a nice restaurant called range .']",Range is a good restaurant for you .,5.5,6.0,5.5
359,"inform(name='red door cafe',address='1608 bush street')",Red door cafe 's address is 1608 bush street .,"['The address to the red door cafe is 1608 bush street .', ""The red door cafe 's address is 1608 bush street ."", 'Red door cafe is located at 1608 bush street', 'The address for the red door cafe is 1608 bush street', 'Red door cafe can be found at 1608 bush street', 'The red door cafe is located at 1608 bush street .', ""Red door cafe 's address is 1608 bush street ."", 'The address of red door cafe is 1608 bush street', 'The address to red door cafe is 1608 bush street .', 'Red door cafe is located at 1608 bush street .', 'Red door cafe is at 1608 bush street', 'Red door cafe is at 1608 bush street .', 'The address of red door cafe is 1608 bush street .']",The address to the red door cafe is 1608 bush street .,6.0,5.5,5.5
360,"inform(name='red door cafe',area='hayes valley or cathedral hill')","Red door cafe , is in the are of hayes valley or cathedral hill .","['Red door cafe is in hayes valley or cathedral hill .', 'Red door cafe is in the hayes valley or cathedral hill area .', 'Red door cafe is in the hayes valley and cathedral hill area .', 'Red door cafe is located in the hayes valley or cathedral hill area .']",Red door cafe is in hayes valley or cathedral hill .,2.0,2.0,2.0
361,"inform(name='red door cafe',area='hayes valley or cathedral hill',address='1608 bush street')","Red door cafe , is in the hayes valley or cathedral hill area and it is address is 1608 bush street .","['The address for red door cafe is 1608 bush street . It is in the hayes valley or cathedral hill area .', 'The red door cafe is in hayes valley or cathedral hill their address is 1608 bush street', 'Red door cafe is in the hayes valley or cathedral hill area . The address is 1608 bush street .']",The address for red door cafe is 1608 bush street . It is in the hayes valley or cathedral hill area .,5.0,2.5,3.0
362,"inform(name='red door cafe',area='hayes valley or cathedral hill',phone='4152828283')","Red door cafe , is in the hayes valley or cathedral hill call 4152828283 .","['Red door cafe is near hayes valley or cathedral hill and their number is 4152828283', 'The red door cafe has 2 branches , in hayes valley or cathedral hill . Their phone number is 4152828283. enjoy .']",Red door cafe is near hayes valley or cathedral hill and their number is 4152828283,6.0,4.0,4.0
363,"inform(name='red door cafe',food=none,address='1608 bush street')","Red door cafe address is 1608 bush street , and I do not know their food type .","['The red door cafe is located at 1608 bush street but the food type is unknown .', 'Red door cafe address is 1608 bush street and I do not know their food type .', 'The address of the red door cafe is 1608 bush street and the food type is unknown to me , sorry .', 'The address of red door cafe is 1608 bush street . I do not know the type of food .']",The red door cafe is located at 1608 bush street but the food type is unknown .,5.0,5.0,5.0
364,"inform(name='red door cafe',good_for_meal=breakfast,area='cathedral hill',kids_allowed=no)","Red door cafe , is a nice restaurant in the cathedral hill area that allows children , and is good for breakfast .","['The red door cafe is good for breakfast and is the area of cathedral hill and does not allow child -s .', 'Red door cafe is in the area of cathedral hill and serves breakfast but does not allow kid -s .', 'Red door cafe is a good restaurant for breakfast in the cathedral hill and does not allow kid -s']",The red door cafe is good for breakfast and is the area of cathedral hill and does not allow child -s .,5.0,5.0,5.0
365,"inform(name='red door cafe',good_for_meal=brunch)","Red door cafe , is good for brunch .","['The red door cafe is equally as good for brunch .', 'Red door cafe is good for brunch .', 'The red door cafe is a nice restaurant good for brunch .', 'Red door cafe is a good brunch place .', 'There is the red door cafe . It is good for brunch']",The red door cafe is equally as good for brunch .,5.0,4.0,4.5
366,"inform(name='red door cafe',kids_allowed=no,good_for_meal=breakfast)","Red door cafe , is good for breakfast , and no children are allowed .","['Red door cafe serves breakfast and does not allow kid -s .', 'I have a restaurant for you . It is named red door cafe , child -s are not allowed and it specializes in breakfast .', 'There is a place called red door cafe that does not allow kid -s and is good for breakfast']",Red door cafe serves breakfast and does not allow kid -s .,6.0,4.5,4.0
